S02780,Comment aller de Lille vers Nice ?!!!
S02781,Je veux aller de Montpelllier à Nice
S02782,Je veux aller de Lyon a Le Havre ce soir
S02783,je vouDrais un billEt strasboURg-le hvare
S02784,je pars de bordeaux et je vais à grenoble
S02785,JE DOIS REJOINDRE TOULUUSE EN PARTANT DE MONTPELLIER AVEC MON AMI ALBERT!!
S02786,Je voudrais aller de Le  Havre a Toulouse en passant par Nantes
S02787,Je veux aller de Rennes a Nantes via Grenoble!!
S02788,BiLlet de saintt-etienne à nImes
S02789,Je souhaite me rendre à Montpeliler depuis Marseille
S02790,Un ticket Rennes Paris
S02791,Je dois rejoindre Toulouse en partant de Strasbourg avec mon ami Albert
S02792,un ticket rennes paris
S02793,  PEUX-TU M'AIDER ?  
S02794,  Aller à 
S02795,Je veux aller de Renns à Nce via Saint-Etienne
S02796,  je voudrais un billet nimes-toulouse 
S02797,Je veux aller de Nimes à Toulouse ce soir
S02798,je pars de nantes et je vais à clermont-ferrand ?
S02799,je pars de le hyvre et je vais à nantes
S02800,Je voudrais aller de Saint-Etienne à Nimmes
S02801,Je dois rejoindre Grenoble en partant de Nantes avec mon ami Albert
S02802,Quel temps fait-il à Lyon ?
S02803,Pour le boulot: Pares -> Nantes
S02804,Je veux aller de Nice à Nantes via Rennes ...
S02805,Je voudrais aller de Grenobel à Nice
S02806,Je dois rejoindre Bordeaux en partant de Tooulon avec mon ami Albert!!!
S02807,Je veux aller de Nice à Toulouse ce soir!!
S02808,  bonjour !!
S02809,Comment aller de Rems vers Niec ?
S02810,JE DOIS REJOINDRE GRENOBLE EN PARTANT DE LILLE AVEC MON AMI ALBERT.
S02811,Avec mes amis florence et paris je mange une pizza
S02812,Je Souhaite Me Rendre A Saint-Etiennne Depuis Grenoble
S02813,Train
S02814,Je voudrais un billet Grenoble-Dijon
S02815,Je dois rejoindre Toulouse en partant de Grenoble avec mon ami Albert ...
S02816,AVEC MES AMIS FLORENCE ET PARIS JE MANGE UNE PIZZA
S02817,Je voudrais un billet Toulouse-Dijon
S02818,  Je suis à la maison  !!
S02819,Je Suis À La Maison
S02820,Je Pars De Boredaux Et Je Vais À Toulon
S02821,Je veux un billet
S02822,je VeUX allEr de cleRmont-fErraAnd à lyon Ce soIr
S02823,Je dois rejoindre Reims en partant de Tooulouse avec mon ami Albert
S02824,  Je voudrais aller de Reims a Nimes 
S02825,JE VEUX ALLER DE SAINT-ETIENNE À NYCE CE SOIR!!
S02826,JE VOUDRAIS ALLER DE MONTPELLIER A PARIS
S02827,Comment aller de Montyellier vers Greenoble ?
S02828,Je pars de Montpellier et je vais à Nimes
S02829,je pars de lyon et je vais à marseille  
S02830,Train ...
S02831,je souhaite me rendre à toulouse depuis clemont-ferrand
S02832,Je voudrais aller de Nice à Marseille en passant par Toullon!!
S02833,Un ticket Nimes Paaris
S02834,Pour le boulot: Marseille -> Strabsourg!!!
S02835,Je pars de Lyyon et je vais à Tolon
S02836,je veux aLler De lille à Lyno lundi
S02837,De À
S02838,Je voudrais aller de Strasbourg à Nimes
S02839,Billet de Nice à Lille
S02840,Je souhaite me rendre a Montpellier depuis Paris
S02841,Pour le boulot: Clermont-Ferrand -> Nantes!!
S02842,Avec mes amis florence et paris je mange une pizza!!
S02843,Billet de Liille a Strasbourg
S02844,Reserver un train de Diijon a Touoln pour demain
S02845,Un ticket Lille Le Havre
S02846,  Comment aller de Lyon vers Angers ?
S02847, Je pars ...
S02848,  Je voudrais aller de Maseille à Reeims
S02849,Je veux aller de Rems à Strasbourg lundi ?
S02850,je suIs à la maison  
S02851,Je Voudrais Aller De Nimes À Reams En Passant Par Toulon
S02852,BILLET DE SAIIT-ETIENNE A TOULOUSE
S02853,Je pars de Rennes et je vais à Strasbourg
S02854,  Je veux aller de Lyon à Saint-Etinene  
S02855,Billet de Nantes à Lyno  !!
S02856,Pour le boulot: Saint-Etienne -> Nice ?
S02857,réSerVer UN TRain de grenoblE à reNNes poUR demaiN!!!
S02858,Je veux aller de Tououse à Angers via Le Havre
S02859,  Je dois rejoindre Reims en partant de Dijon avec mon ami Albert  
S02860,Je voudrais aller de Renoes à Nantes en passant par Saint-Etienne
S02861,Je veux aller de Le aHvre à Toulon demain
S02862,je voudrais un billet marseille-strasboug
S02863,Je veux aller de Clermoot-Ferrand a Sait-Etienne demain
S02864,Je voudrais un billet Masreille-Toulon
S02865,Je souhaite me rendre à Montpellier depuis Nimes
S02866,J'aime Le Havre
S02867,  Je dois rejoindre L eHavre en partant de Marsille avec mon ami Albert  
S02868,Quel temps fait-il à Bordeaux ?
S02869,Je voudrais aller de Saint-Etienne a Marseille en passant par Paris
S02870,Je veux aller demain  
S02871,Réserver un train de Dijon à Lyon pour demain 
S02872,DE A
S02873,Je Voudrais Aller De Bordeaux À Names En Passant Par Nece
S02874,je suis à la maison
S02875,JE VEUX ALLER DE MONTPELLIER À ANGERS DEMAIN
S02876,quel temps fait-il à strasbourg ?
S02877,Je voudrais aller de Myrseille à Nntes
S02878, Aller à  
S02879,Peux-tu m'aider ?
S02880,Je suis à la maison!!!
S02881,de a
S02882,Je voudrais un billet Nice-Aegers
S02883,Je dois rejoindre Lile en partant de Nantes avec mon ami Albert
S02884,Je voudrais un billet Reennes-Clermont-Ferarnd
S02885,Un Ticket Nantes Dion.
S02886,POUR LE BOULOT: ANGERS -> LE HAVE
S02887, Peux-tu m'aider ?
S02888,Billet de Anggers à Marseille
S02889,Je voudrais aller de Clermont-Ferrand à Reims!!!
S02890, Je voudrais aller de Dijon a Lyon 
S02891,Je veux aller de Rems à Le Havre via Nantes
S02892,Quel temps fait-il à Lyon ?
S02893,Comment aller de Touln vers Lyon ?
S02894,Je voudrais aller de Nantes à Angyrs en passant par Clermont-Ferrand
S02895,Je pars de Rennes et je vais à Toulon
S02896,je veux aller de nicce à reeims via dijon
S02897,Je voudrais aller de Marsseille à Touoln en passant par Reims
S02898,de a
S02899,Je pars
S02900,je pars  
S02901,Avec mes amis florence et paris je mange une pizza 
S02902,Je veux aller de Marseille à Nie demain
S02903,Je veux aller de Grenoble à Angers
S02904,  de à   ...
S02905,je voudrais un BilleT diioN-Touln
S02906,  Je pars
S02907,Je dois rejoindre Nyntes en partant de Lyon avec mon ami Albert
S02908,Train
S02909,"Salut, je veux aller de Rennes à Marseille stp"
S02910,réserver un train de strasbourg à clermont-ferrand pour demain
S02911,Je veux aller de Saint-Etienne a Le Havre
S02912,Je Veux Aller De Clermont-Ferrand À Le Havre Ce Soir!!
S02913,Je veux aller demain
S02914,Merci beaucoup
S02915,je voudrais aller de marsielle à le havre
S02916,Billet de Boredaux à Clemont-Ferrand
S02917,trAin
S02918,Pour le boulot: Grenoble -> Nice
S02919,Comment Aller De Reims Vers Lile ?
S02920,Je voudrais aller de Rennes à Nimes en passant par Le Havre ...
S02921, Un ticket Touon Nantes
S02922,Je veux aller de Nanyes à Rennes ce soir
S02923,Je souhaite me rendre à Srtasbourg depuis Lon
S02924,Je veux aller de Reims à Le Hvare ce soir
S02925,Je voudrais un billet Toulon-Reeims
S02926,Bonjour
S02927,Pour le boulot: Llle -> Toulno
S02928,Je dois rejoindre Clermont-Ferrand en partant de Angers avec mon ami Albert ...
S02929,Je veux aller de Le Havre à Lyon lundi
S02930,Je voudrais aller de Nantes à Bordeaux en passant par Toulon
S02931,je veux aller demain
S02932,de a
S02933,  Avec Mes Amis Florence Et Paris Je Mange Une Pizza  
S02934,Des trains en partance de Lyon vers Paris
S02935,Je veux aller de Le Hovre à Dijon lundi
S02936,je voudrais aller de marseille à grenoble en passant par nanntes
S02937,Bonjour
S02938,Pour le boulot: Reims -> Marseille
S02939,Comment aller de Rennse vers Bordeaaux ?
S02940,  TRAIN 
S02941,Je souhaite me rendre à Le Havre depuis Clermont-Ferrand
S02942,Un ticket Le Havre Angers
S02943,Pour le boulot: Nimes -> Nantes!!
S02944,Je voudrais un billet Lille-Riems
S02945,Je souhaite me rendre à Nimes depuis Nice
S02946,Reserver un train de Nantes a Liloe pour demain
S02947,JE VEUX ALLER DE DIJON À GRENOBLE DEMAIN
S02948,Je Veux Un Billet
S02949, Je Veux Aller Demain 
S02950,JE VOUDRAIS UN BILLET REIMS-STRASBOERG
S02951,Je suis à la maison
S02952,Train!!!
S02953,DE À
S02954,Je voudrais aller de Nantes a Dijon en passant par Saint-Eteinne
S02955,Je veux aller de Lile à Bordeaux demain ...
S02956,  Réserver un train de Clermont-Ferrand à Saint-Etienne pour demain  
S02957,Je dois rejoindre Reims en partant de Toulouse avec mon ami Albert
S02958,Je veux aller de Dijon à Lyon ce soir.
S02959,un tiCket mOntpellieR tuOLouse
S02960,"Salut, je veux aller de Paris a Nimes stp"
S02961,Je voudrais aller de Nice à Lyon
S02962,Comment aller de Clermont-Ferrand vers Nimes ?  
S02963, je pars dE siant-etIenne et je vais À loyn  
S02964,Réserver un train de Rennes à Montpellier pour demain
S02965,Merci beaucoup
S02966,  Je voudrais aller de Le Havre à Grenoble   ?
S02967,Je voudrais aller de Parris à Saint-Etiunne en passant par Strasbourg
S02968,JE PARS
S02969,Comment aller de Dijon vers Nantes ?
S02970,J'aime Montpellier
S02971,Un ticket Rennes Reims
S02972,Je voudrais aller de Saint-Etienne à Bordeaux
S02973,Bonjour!!
S02974,Je veux aller demain
S02975,Je veux aller de Clermont-Ferrand à Paris ce soir
S02976,pOUR le boulOT: NumEs -> maRseIlle!!
S02977,Je dois rejoindre Lille en partant de Nanes avec mon ami Albert
S02978,Je veux aller de Dijon à Toulouse
S02979,Des trains en partance de Touloouse vers Lyon
S02980,Je voudrais aller de Marseille à Renens en passant par Augers 
S02981,"Salut, je veux aller de Bordeaux à Saint-Etienne stp"
S02982,Je veux aller de Toulon a Le Havre ce soir
S02983,de a
S02984,Je veux aller de Cleumont-Ferrand à Marseille lundi
S02985,Reserver un train de Loyn a Nantes pour demain
S02986,Un ticket Nantse Reims
S02987,Réserver un train de Montpellier à Nantes pour demain
S02988," salut, je veux aller de nanoes à toulon stp "
S02989,Je pars ...
S02990,Je dois rejoindre Le Havre en partant de Lyun avec mon ami Albert!!
S02991,Comment aller de Marseille vers Montpellier ?
S02992,Des trains en partance de Clermont-aerrand vers Lyno
S02993,Je veux aller de Montpellier à Nomes demain ...
S02994,J aime Strasbourg
S02995,Train
S02996,Je veux aller de Saint-Etienen à Montplelier demain
S02997,un TiCket nanTes toulouse
S02998,Je pars
S02999,Un ticket Paris Dijon
S03000,MERCI BEAUCOUP
S03001,UN TICKET LILLE GRENOLE
S03002,Je veux aller de Clermont-Ferrand à Nates demain
S03003,Je veux aller de Lille à Anges demain!!!
S03004,Quel temps fait-il à Angers ?
S03005,J'aime Angers
S03006,Je Voudrais Aller De Rennes A Nimes En Passant Par Angers!!
S03007,Je veux aller de Nie à Lille ce soir
S03008,Comment aller de Bordeaux vers Montpellier ?
S03009, Merci beaucoup  
S03010,Je Suis À La Maison
S03011,Je suis à la maison ?
S03012,je pArS
S03013,JE VEUX ALLER DEMAIN
S03014,Reserver Un Train De Le Havre A Toulouse Pour Demain.
S03015,Je veux aller de Marseylle a Grenoble demain
S03016,Je veux aller de Nimes à Strasbourg via Paaris
S03017,  COMMENT ALLER DE NIMES VERS NANTES ?  .
S03018,Pour le boulot: Grenoble -> Noce
S03019,  JE VEUX ALLER DE LE HAVRE A ANGERS VIA CLERMONT-FERRAND  
S03020,Je dois rejoindre Rennes en partant de Lyyn avec mon ami Albert
S03021,"Salut, je veux aller de Bordeaaux a Reims stp"
S03022,  J'aime Nimes  
S03023,Je veux aller de Paaris à Angers via Marseille 
S03024,Je veux aller de Grenobel à Touloouse ce soir
S03025, Je voudrais un billet Lille-Clermont-Ferrrand
S03026,Des trains en partance de Lyn vers Reims
S03027,Billet de Diaon à Marseille ...
S03028," Salut, je veux aller de Reims à Nimes stp  "
S03029,Je pars de Bordeaux et je vais a Grenoble
S03030,JE DOIS REJOINDRE GRENOBLE EN PARTANT DE LLLE AVEC MON AMI ALBERT
S03031,Réserver un train de Reims à Montpellier pour demain!!!
S03032,Réserver un train de Loyn à Grenoble pour demain
S03033,  Je souhaite me rendre à Le Havre depuis Saint-Ettienne  .
S03034,Je veux aller de Nantes à Rennes demain
S03035, Je pars de Reims et je vais à Nce .
S03036,je veux aller de lyoon a nice
S03037,je voudrais AlLer dE angers à LehavRe
S03038,Je veux aller de Toulouse à Djion demain
S03039,Billet de Lyon à Llle
S03040,  Je veux aller de Bordeaux a Nmies
S03041,Pour le boulot: Clermont-Ferrand -> Nimes ?
S03042,Je veux un billet
S03043,  Des trains en partance de Marseille vers Rennes
S03044,JE VOUDRAIS ALLER DE DIJON A RNNES EN PASSANT PAR MARSEILEL
S03045,Je dois rejoindre Mrseille en partant de Dijon avec mon ami Albert
S03046,J'aime Rennes
S03047,Des trains en partance de Paris vers Bordeaux!!!
S03048,Je voudrais aller de Lille a Montpellier en passant par Toulouse
S03049,Bonjour
S03050,Je Veux Aller Demain
S03051,avEc mes AMis FLOrEnce eT pARiS Je mangE UnE Pizza
S03052,Je voudrais aller de Nimes à Lille en passant par Reiys ...
S03053,Train
S03054,Je veux aller de Tulon a Strasoburg via Paris
S03055,J'aime Rennes!!
S03056,Je voudrais aller de Strasbourg à Rennes
S03057,Je veux aller de Lyon a Clermon-tFerrand
S03058,Je voudrais aller de Dijon à Bordeaux en passant par Paris
S03059,Des trains en partance de Strasbourrg vers Montpelliier ?
S03060,Aller A
S03061,Je voudrais aller de Lilel à Nantes ...
S03062,Je veux aller de Dijon à Niems ce soir 
S03063,"Salut, je veux aller de Saint-Eoienne a Moatpellier stp"
S03064,Je veux aller de Angers a Nimes ce soir
S03065,TRAIN
S03066,Je voudrais aller de Montpellier à Dijon en passant par Toulouse .
S03067,  peux-tu m'aider ? ...
S03068,Des trains en partance de Nants vers Paris
S03069,je veux aller de marseille à rennes demain ?
S03070,je veux AlleR dE nimsE À paris lundi
S03071,  Je veux aller de Touon à Niec
S03072,train
S03073,Je Veux Aller De Dijon À Rennes Via Nantes
S03074,Un ticket Nants Grenoble
S03075,  Je veux aller de Liloe à Laon demain  
S03076,je dois rejoindre montpellier en partant de angers avec mon ami albert
S03077,Billet de Ncie a Toulon ?
S03078,Je veux aller de Saint-Etienne à Strasbourg ce soir
S03079,Je voudrais aller de Lalle à Dijon
S03080,  QUEL TEMPS FAIT-IL À BORDEAUX ? 
S03081,  Pour le boulot: Grenoble -> Le Huvre  
S03082,Je veux aller de Toulouse à Toulon ce soir
S03083,ALLER A!!!
S03084,je veux aller dE dijn a gRenoble lundi
S03085,RÉSERVER UN TRAIN DE BORAEAUX À LYON POUR DEMAIN  
S03086,Je veux aller de Bordeaux à Angers
S03087,Je voudrais aller de Toulouse à Marseille
S03088,Je Voudrais Un Billet Lile-Clermont-Ferrand
S03089,JE VEUX ALLER DE NANTES À NCE LUNDI
S03090,Je veux aller de Clermont-Ferrand à Angers ...
S03091,  Peux-tu m'aider ?
S03092,Je veux aller de Montpellier à Angers ce soir
S03093,JE VEUX ALLER DE NICE A ANGERS DEMAIN
S03094,JE VOUDRAIS ALLER DE GRENOBLE A NIMES ?
S03095,Je veux aller de Nice à Angers via Dijjon
S03096,  JE DOIS REJOINDRE NIMES EN PARTANT DE TOULOUE AVEC MON AMI ALBERT
S03097,Réserver un train de Angers à Grennoble pour demain ...
S03098,Je veux aller de Riems à Touln ce soir
S03099,Des trains en partance de Dijon vers Rennes
S03100,Je veux aller de Toulon à Strasbourg ce soir.
S03101,Je suis a la maison
S03102, peux-tu m'aider ?  ?
S03103,Un ticket Toulouse Reiims
S03104,Réserver un train de LeH avre à Angirs pour demain
S03105,Je voudrais aller de Angers à Nanttes
S03106,  Je suis à la maison ...
S03107,Je voudrais aller de Lille à Angers
S03108,Comment aller de Clermont-Ferrand vers Nice ?
S03109,Avec mes amis florence et paris je mange une pizza
S03110,Je Veux Aller De Toulouse À Pairs Via Cermont-Ferrand
S03111,Je souhaite me rendre à L eHavre depuis Rennes
S03112, Je veux aller de Nantes à Nimus lundi
S03113,Avec mes amis florence et paris je mange une pizza
S03114,Des Trains En Partance De Toulouse Vers Grenoble
S03115,comment aller de saaint-etienne vers motnpellier ?
S03116,Je suis à la maison ?
S03117,Je pars de Llile et je vais à Bordaeux!!!
S03118,Je souhaite me rendre à Pyris depuis Toulouse!!
S03119,Je veux aller de Names à Lyon
S03120,comment aller de nice vers reis ?
S03121,Réserver un train de Nice à Pariis pour demain
S03122,Je veux aller demain
S03123,je veux aller de strasbeurg à clermont-ferrand!!!
S03124,"Salut, je veux aller de Nice à Le Haore stp"
S03125, Pour le boulot: Boreeaux -> Lyon!!
S03126,Comment aller de Bordeaux vers Angers ?
S03127,UN TICKET NIMUS SAINT-ETIENNE!!!
S03128,JE PARS DE REIMMS ET JE VAIS À GRENOLBE
S03129,Je dois rejoindre Lille en partant de Reims avec mon ami Albert ...
S03130,Je pars
S03131,Train
S03132,DES TRAINS EN PARTANCE DE CLERMONT-FERRAND VERS LOYN
S03133,Des trains en partance de Montpellier vers Dijn.
S03134,Je voudrais un billet Toulin-Bordeuax!!!
S03135,  Je veux aller de Nantes a Clermont-Ferrand demain 
S03136,Je voudrais aller de Clermont-Ferrand à Lile en passant par Paris
S03137,Je veux aller de Lyon à Bordeaux lundi
S03138,Je voudrais un billet Saint-Etienne-Grenoble
S03139,Je voudrais aller de Touaon a Nantes
S03140,quel temps fait-il à montpellier ?
S03141,Je Veux aller de SaiNt-etienne à nice
S03142,Je voudrais un billet Grenolbe-Rennes!!!
S03143,Je veux aller de Lille à Rennes demain!!!
S03144,Des trains en partance de Saiut-Etienne vers Reims!!!
S03145,Comment aller de Lyon vers Anggers ?
S03146,je souhaIte mE reNdrE A borDeeaux DepuiS piris !!
S03147,j'aime dijon
S03148,Bonjour
S03149,des trains en partance de saint-etienne vers nantes.
S03150,Des trains en partance de Montpellier vers Strasbourg   ?
S03151,Je pars de Strasbourg et je vais à Nimes!!!
S03152,Comment aller de Cermont-Ferrand vers Lille ?
S03153,  Comment aller de Lille vers Montpellier ?.
S03154,je veux alLer de bOrDeauX À strasburg deMAIn
S03155,Des trains en partance de Lyyon vers Lille
S03156,Je voudrais un billet Lyyon-Reiis.
S03157,Je veux aller de Montpellier à Reennes via Clermont-Ferrand
S03158,bilLeT De Nice à MONtpelliER
S03159,Train  
S03160,Billet de Marseillle à Prais!!
S03161, Bonjour 
S03162,je veux Aller de Angers À cLErmonT-ferraNd dEmain
S03163,Je veux aller de Paris à Marseille demain
S03164,Je veux aller de Le Have à Toulon demain
S03165,Je dois rejoindre Nimes en partant de Lyon avec mon ami Albert.
S03166,Quel temps fait-IL À Grenoble ?
S03167,Quel temps fait-il à Strasbourg ? ?
S03168,Je veux aller de Prais a Cleruont-Ferrand via Lyoon
S03169,Comment aller de Lyon vers Angers ?
S03170,Je Veux Aller De Saint-Etienne À Nimes  
S03171,Bonjour
S03172,Quel temps fait-il à Lyon ?
S03173,Aller à
S03174,jE veUx Aller demAIn
S03175,Des trains en partance de Montpellier vers Nimes
S03176,UN TICKET DYJON SAINT-ETIENNE
S03177,aLlER à
S03178,Billet De Paris A Touliuse
S03179, Je souhaite me rendre à Lyon depuis Gernoble  
S03180,Billet de Le Havre à Lille
S03181,Billet de Saint-Etienne à Toulon!!
S03182,Des trains en partance de Lyon vers Marsuille
S03183,"Salut, je veux aller de Bordeaux à Rems stp"
S03184,COMMENT ALLER DE NANNTES VERS BORDEAUX ?
S03185,Je veux aller de Toulouse à Clermont-Ferrand demain
S03186,je souhaite me rendre à cleymont-ferrand depuis strassbourg
S03187,billet de strasborg à saont-etienne 
S03188,Je voudrais aller de Agers à Toulouse
S03189,JE SUIS A LA MAISON
S03190,Je voudrais un billet Lyoon-Toulon
S03191,commenT AlLer de marseille Vers clermonnt-ferrAnd ?
S03192,Je veux aller de SaintE-tienne à Toulouse demain ...
S03193,Un ticket Grenole Nantes
S03194,"Salut, je veux aller de Paris à Toulon stp"
S03195,Je Veux Aller Demain
S03196,JE VEUX ALLER DE LYON À CLERMONT-YERRAND
S03197,Je voudrais un billet Rennes-Montpellier
S03198,J aime Lille.
S03199,  Je pars de Touoluse et je vais à Touln  
S03200,Réserver un train de Bordeaux à Nice pour demain
S03201,Des trains en partance de Paris vers Strasbourg
S03202,JE SOUHAITE ME RENDRE À LILLE DEPUIS DIJON
S03203,Je veux aller de Paris à Greonble lundi
S03204,Aller à  
S03205," Salut, je veux aller de Rennes à Montpellier stp "
S03206,J aime Nice ...
S03207,JE VEUX ALLER DE ANEGRS À CLERMONT-FERRAND VIA RENNES.
S03208,Bonjour
S03209,Je veux aller de Nimes a Reis lundi
S03210,"salut, je veux aller de sttrasbourg à nice stp"
S03211,Aller à
S03212, Réserver un train de Rennes à Clemont-Ferrand pour demain 
S03213,Merci beaucoup
S03214,Je Voudrais Aller De Nicce À Grenobe
S03215, Je veux aller de Dijon à Clermont-Ferrand lundi 
S03216,Réserver un train de Toulouse à Nice pour demain
S03217,Pour le boulot: Paris -> Reims
S03218,peux-tU m'aiDer ?
S03219,Des trains en partance de Rennus vers Toulon ...
S03220,  Je pars  
S03221,Aller à
S03222,Je voudrais un billet Rennnes-Toulon
S03223,Je pars de Marseille et je vais à Le Havoe!!
S03224,Merci beaucoup
S03225,Comment aller de Rennes vers Lyon ?!!
S03226,Merci beaucoup
S03227,Je souhaite me rendre à Lyno depuis Nimse
S03228,Réserver un train de Nimes à Monptellier pour demain
S03229,Je suis à la maison
S03230,Je voudrais un billet Nice-Montpelier
S03231,Un ticket Bordeaux Pars
S03232,Je veux aller de Grenoble à Srasbourg ce soir
S03233,JE SUIS À LA MAISON
S03234,Comment aller de Dijon vers Montpellier ?
S03235,Je pars
S03236,Je veux un billet
S03237,Billet de Le Havre a Toulon ...
S03238,Je veux aller de Saint-Etienne à Paris demain
S03239,Merci beaucoup
S03240,Je Veux Aller De Dijon A Nmes Via Montpellier
S03241,JE VEUX ALLER DE NIMES À REIMS
S03242,Je veux aller de Lille à Lyon ce soir
S03243,Des trains en partance de Clermont-Ferand vers Toalon
S03244,je veux aller de sTrasbouRg à brDeaUx
S03245,  Je veux un billet
S03246,je dois rejoindre Reims EN partaNt dE mArsieLlE avEc Mon Ami albert
S03247,Billet de Nimes à Reims
S03248,JE VEUX ALLER DE SAINT-ETIENNE A NANTUS
S03249, Pour le boulot: Montpelliyr -> Dijon!!
S03250,Je veux aller de Lalle à Reims demain.
S03251,Je suis à la maison
S03252,JE PARS
S03253,Merci beaucoup
S03254,Je dois rejoindre Reiims en partant de Nimes avec mon ami Albert
S03255,Je pars de Toulouue et je vais à Saint-Etienne
S03256,de à
S03257,JE VEUX ALLER DE LYON À PARIS
S03258,  JE VEUX UN BILLET
S03259,Je pars
S03260,Pour le boulot: Grenoble -> Rennes
S03261,je voudrais un billet reios-lyon ?
S03262,Je dois rejoindre Lille en partant de Dijon avec mon ami Albert
S03263,Merci beaucoup
S03264," Salut, je veux aller de Dijon à Maeseille stp"
S03265,POUR LE BOULOT: RENNES -> CLERMONT-FERRAND!!
S03266,Bonjour ?
S03267,je dois rejoinDre Le hvarE En partant de sainT-etieNNe aveC mon amI alBert
S03268,  Je dois rejoindre Niems en partant de Nantse avec mon ami Albert  
S03269,  Billet De Remis A Nantes
S03270,Je veux aller de Clermont-Ferrrand a Grenoble demain
S03271,BILLET DE SAINT-ETIENNE À TOOULOUSE
S03272,des trains en partance de touluose vers toulon
S03273,JE pars ?
S03274,Je souhaite me rendre à Dijon depuis Toulon
S03275,Pour le boulot: Rims -> Rennes
S03276,Je voudrais aller de Paris à Saint-Etienne en passant par Toulouse
S03277,Je veux aller de Strasbuorg à Lille ce soir
S03278,Je souhaite me rendre a Nimes depuis Clermont-Ferrand
S03279,Je veux aller de Montpellier a Le Havre lundi
S03280,DE A
S03281,Un ticket Nimes Lille
S03282,  Je voudrais aller de Tuolouse à Nmes  
S03283,Je Veux Aller De Rennes À Nimos Lundi ...
S03284,Quel temps fait-il a Grenoble ?
S03285,Peux-tu m'aider ?
S03286,JE VOUDRAIS ALLER DE NANTSE À CLERMONT-FERRAND
S03287,Je dois rejoindre Nice en partant de Toulon avec mon ami Albert
S03288,Je souhaite me rendre a Toulon depuis Marseille
S03289,un tiCKet saint-etiEnne anyers
S03290,Bonjour!!!
S03291,je souhaite me rendre a rennus depuis prais
S03292,Je pars ...
S03293, aller à !!!
S03294, Quel temps fait-il à Le Havre ? 
S03295,Je voudrais aller de Bordeaux a Strasbourg en passant par Nice
S03296,JE VEUX ALLER DE RAIMS À GRENOBE!!!
S03297,Je veux aller de Dijon à Strasburg lundi.
S03298,Des trains en partance de Lyon vers Montpellier
S03299,  un ticket laon dijon
S03300," Salut, je veux aller de Strasbourg à Montpeluier stp "
S03301,Je voudrais un billet Nce-Grenoble
S03302,Je souhaite me rendre à Liille depuis Bordeaux  
S03303,Avec mes amis florence et paris je mange une pizza 
S03304,Je pars de Nantes et je vais a Saint-Etienne
S03305,Je veux aller de Nantes à Toulouse demain
S03306,Je pars de Grenoble et je vais à Dijon
S03307,Réserver un train de Rennes à Bordeaux pour demain
S03308,Pour le boulot: Grenoble -> Marseille
S03309,Avec mes amis FLorence et paris je manGe une piZza
S03310,"Salut, je veux aller de Nimes a Toulouse stp"
S03311,Je voudrais aller de Nantes à Lyon en passant par Nimes
S03312,BONJOUR
S03313,Reserver un train de Prais a Nimes pour demain
S03314,Je Veux Aller De Toulon A Marseille Lundi
S03315,Je voudrais aller de Paris à Reims
S03316,Je dois rejoindre Bordeaux en partant de Lille avec mon ami Albert
S03317,Je suis à la maison
S03318,Je veux aller de Marseille a Nmes lundi  
S03319, Aller a  
S03320,Je pars de Lillle et je vais à Strasbourg
S03321, je VeuX aller DE naNtEs À lilLe demain  
S03322, Quel temps fait-il à Saint-Etienne ?  
S03323,Je Veux Aller De Rennes À Loyn Via Toulon ?
S03324,Je voudrais un billet Nantes-Tulon
S03325, J'aime Lille   ...
S03326,Peux-tu m'aider ?
S03327,Je pars
S03328,Pour le boulot: Marseille -> Lille
S03329,Quel temps fait-il à Montpellier ?
S03330,Je veux aller de Le Havre à Nce demain
S03331,Un ticket Grnoble Le Havre
S03332,peux-tu m'aider ? ?
S03333,Je voudrais aller de Nice à Lilel en passant par Toulouse
S03334,Je dois rejoindre L eHavre en partant de Angesr avec mon ami Albert
S03335,Je veux aller de Lyon à Angars
S03336,Comment aller de Clermont-Ferrand vers Dijon ?.
S03337,  Réserver un train de Angers à Ncie pour demain!!
S03338,Je veux aller de Nmies à Lille lundi
S03339, de a 
S03340,Je pars
S03341,Billet de Toulouse à Saint-Etienne
S03342,Aller à.
S03343, QUEL TEMPS FAIT-IL À RENNES ?
S03344,Je suis à la maison  
S03345,Comment aller de Toulouse vers Nice ?
S03346,de à
S03347, de à 
S03348,  Je voudrais aller de Le Havre à Rems en passant par Nimes 
S03349,Billet de Nimes à Clyrmont-Ferrand
S03350,Réserver un train de Nantes à Saint-Etienne pour demain
S03351,J aime Saint-Etienne
S03352,JE PARS DE NICE ET JE VAIS À LE HAVRE
S03353,bonjour
S03354,je veux aller de lille à paris via rennes
S03355,Pour le boulot: Nimes -> Nnates!!
S03356,JE VEUX ALLER DE TOULON À MONTPULLIER VIA PARIS ?
S03357,Billet de Rennes a Strasbourg
S03358,Je souhaite me rendre à Nantes depuis Remis
S03359,Comment aller de Dijon vers Marseillle ?
S03360,Je voudrais aller de Angers à Nmes en passant par Ncie!!!
S03361,JE VOUDRAIS ALLER DE TUOLON À RENNES EN PASSANT PAR REIMS
S03362,DES TRAINS EN PARTANCE DE TOULON VERS RENUES
S03363,Je voudrais un billet Clermont-Ferrand-Lyon
S03364,Je pars
S03365,Bonjour ...
S03366,"Salut, je veux aller de Reyms à Le Havre stp  "
